Ident;OrdTerm;FoundIn;IcdResult;Term;FilterIn;FilterOut;TermCodif;TermNoBlank
5121;Term1;AplicaStandard0;;QUEMADURAS QUE AFECTAN DEL 10 AL DIECINUEVE DE LA SUPERFICIE DEL CUERPO;\b(DICINUEVE|XIX|DIEZ Y NUEVE|19|DIESCINUEVE|DIEZYNUEVE|DIESINUEVE)\b;DIECINUEVE;10631;11547
5121;Term1;ResultStandard0;;QUEMADURAS QUE AFECTAN DEL 10 AL DIECINUEVE DE LA SUPERFICIE DEL CUERPO;NA;NA;10631;11547
5121;Term1;AplicaStandard1;;QUEMADURAS QUE AFECTAN DEL 10 AL 19 DE LA SUPERFICIE DEL CUERPO;\b(DIE[SC]INUEVE|XIX)\b;19;10631;11547
5121;Term1;AplicaStandard1;;QUEMADURAS QUE AFECTAN DEL 10 AL 19 LA SUPERFICIE DEL CUERPO;\b\sANTE\s|\sCABE\s|\sDE\sDE\s|\sDE\s|\sDESDE\s|\sDURANTE\s|\sENTRE\s|\sHACIA\s|\sHASTA\s|\sMEDIANTE\s|\sPARA\s|\sSEGUN\s|\sSO\s|\sSOBRE\s|\sTRAS\s|\sVERSUS\s\b; ;10631;11547
5121;Term1;AplicaStandard1;;QUEMADURAS QUE AFECTAN 10 19 LA SUPERFICIE CUERPO;\b\sAL\s|\sDEL\s|\sDLE\s\b; ;10631;11547
5121;Term1;AplicaStandard1;;QUEMADURAS QUE AFECTAN 10 19 SUPERFICIE CUERPO;\b\sEL\s|\sLAS?\s|\sLO(S)?\s|\sUN[AO]?S?\s|\sMAS\s\b; ;10631;11547
5121;Term1;ResultStandard1;;QUEMADURAS QUE AFECTAN 10 19 SUPERFICIE CUERPO;NA;NA;10631;11547
5121;Term1;AplicaStandard2;;QUEMADURAS QUE AFECTAN 10UPERFICIE CUERPO;\s?(DE)?\s?[0-9]?[0-9]\s?S(EM(ANA)?S?)?\s?(DE)?\s?G?(EST(ACION)?)?\s?;;10631;11547
5121;Term1;ResultStandard2;;QUEMADURAS QUE AFECTAN 10UPERFICIE CUERPO;NA;NA;10631;11547
5141;Term1;Duplicado;;QUEMADURAS QUE AFECTAN DEL 10 AL 19 DE LA SUPERFICIE DEL CUERPO;NA;NA;10631;11548
248;Term1;Diccionario;;QUEMADURAS QUE AFECTAN DEL 20 AL 29 DE LA SUPERFICIE DEL CUERPO;NA;NA;10631;11549
248;Term1;ResultStandard0;;QUEMADURAS QUE AFECTAN DEL 20 AL 29 DE LA SUPERFICIE DEL CUERPO;NA;NA;10631;11549
248;Term1;AplicaStandard1;;QUEMADURAS QUE AFECTAN DEL 20 AL 29 LA SUPERFICIE DEL CUERPO;\b\sANTE\s|\sCABE\s|\sDE\sDE\s|\sDE\s|\sDESDE\s|\sDURANTE\s|\sENTRE\s|\sHACIA\s|\sHASTA\s|\sMEDIANTE\s|\sPARA\s|\sSEGUN\s|\sSO\s|\sSOBRE\s|\sTRAS\s|\sVERSUS\s\b; ;10631;11549
248;Term1;AplicaStandard1;;QUEMADURAS QUE AFECTAN 20 29 LA SUPERFICIE CUERPO;\b\sAL\s|\sDEL\s|\sDLE\s\b; ;10631;11549
248;Term1;AplicaStandard1;;QUEMADURAS QUE AFECTAN 20 29 SUPERFICIE CUERPO;\b\sEL\s|\sLAS?\s|\sLO(S)?\s|\sUN[AO]?S?\s|\sMAS\s\b; ;10631;11549
248;Term1;ResultStandard1;;QUEMADURAS QUE AFECTAN 20 29 SUPERFICIE CUERPO;NA;NA;10631;11549
248;Term1;AplicaStandard2;;QUEMADURAS QUE AFECTAN 20UPERFICIE CUERPO;\s?(DE)?\s?[0-9]?[0-9]\s?S(EM(ANA)?S?)?\s?(DE)?\s?G?(EST(ACION)?)?\s?;;10631;11549
248;Term1;ResultStandard2;;QUEMADURAS QUE AFECTAN 20UPERFICIE CUERPO;NA;NA;10631;11549
796;Term1;Diccionario;;QUEMADURAS QUE AFECTAN DEL 30 AL 39 DE LA SUPERFICIE DEL CUERPO;NA;NA;10631;11550
796;Term1;ResultStandard0;;QUEMADURAS QUE AFECTAN DEL 30 AL 39 DE LA SUPERFICIE DEL CUERPO;NA;NA;10631;11550
796;Term1;AplicaStandard1;;QUEMADURAS QUE AFECTAN DEL 30 AL 39 LA SUPERFICIE DEL CUERPO;\b\sANTE\s|\sCABE\s|\sDE\sDE\s|\sDE\s|\sDESDE\s|\sDURANTE\s|\sENTRE\s|\sHACIA\s|\sHASTA\s|\sMEDIANTE\s|\sPARA\s|\sSEGUN\s|\sSO\s|\sSOBRE\s|\sTRAS\s|\sVERSUS\s\b; ;10631;11550
796;Term1;AplicaStandard1;;QUEMADURAS QUE AFECTAN 30 39 LA SUPERFICIE CUERPO;\b\sAL\s|\sDEL\s|\sDLE\s\b; ;10631;11550
796;Term1;AplicaStandard1;;QUEMADURAS QUE AFECTAN 30 39 SUPERFICIE CUERPO;\b\sEL\s|\sLAS?\s|\sLO(S)?\s|\sUN[AO]?S?\s|\sMAS\s\b; ;10631;11550
796;Term1;ResultStandard1;;QUEMADURAS QUE AFECTAN 30 39 SUPERFICIE CUERPO;NA;NA;10631;11550
796;Term1;AplicaStandard2;;QUEMADURAS QUE AFECTAN 30UPERFICIE CUERPO;\s?(DE)?\s?[0-9]?[0-9]\s?S(EM(ANA)?S?)?\s?(DE)?\s?G?(EST(ACION)?)?\s?;;10631;11550
796;Term1;ResultStandard2;;QUEMADURAS QUE AFECTAN 30UPERFICIE CUERPO;NA;NA;10631;11550
4550;Term1;Diccionario;;QUEMADURAS QUE AFECTAN MENOS DEL 10 DE LA SUPERFICIE DEL CUERPO;NA;NA;10631;11551
4550;Term1;ResultStandard0;;QUEMADURAS QUE AFECTAN MENOS DEL 10 DE LA SUPERFICIE DEL CUERPO;NA;NA;10631;11551
4550;Term1;AplicaStandard1;;QUEMADURAS QUE AFECTAN MENOS DEL 10 LA SUPERFICIE DEL CUERPO;\b\sANTE\s|\sCABE\s|\sDE\sDE\s|\sDE\s|\sDESDE\s|\sDURANTE\s|\sENTRE\s|\sHACIA\s|\sHASTA\s|\sMEDIANTE\s|\sPARA\s|\sSEGUN\s|\sSO\s|\sSOBRE\s|\sTRAS\s|\sVERSUS\s\b; ;10631;11551
4550;Term1;AplicaStandard1;;QUEMADURAS QUE AFECTAN MENOS 10 LA SUPERFICIE CUERPO;\b\sAL\s|\sDEL\s|\sDLE\s\b; ;10631;11551
4550;Term1;AplicaStandard1;;QUEMADURAS QUE AFECTAN MENOS 10 SUPERFICIE CUERPO;\b\sEL\s|\sLAS?\s|\sLO(S)?\s|\sUN[AO]?S?\s|\sMAS\s\b; ;10631;11551
4550;Term1;ResultStandard1;;QUEMADURAS QUE AFECTAN MENOS 10 SUPERFICIE CUERPO;NA;NA;10631;11551
4550;Term1;AplicaStandard2;;QUEMADURAS QUE AFECTAN MENOSUPERFICIE CUERPO;\s?(DE)?\s?[0-9]?[0-9]\s?S(EM(ANA)?S?)?\s?(DE)?\s?G?(EST(ACION)?)?\s?;;10631;11551
4550;Term1;ResultStandard2;;QUEMADURAS QUE AFECTAN MENOSUPERFICIE CUERPO;NA;NA;10631;11551
4588;Term1;Duplicado;;QUEMADURAS QUE AFECTAN MENOS DEL 10 DE LA SUPERFICIE DEL CUERPO;NA;NA;10631;11552
4686;Term1;Duplicado;;QUEMADURAS QUE AFECTAN MENOS DEL 10 DE LA SUPERFICIE DEL CUERPO;NA;NA;10631;11553
5033;Term1;Duplicado;;QUEMADURAS QUE AFECTAN MENOS DEL 10 DE LA SUPERFICIE DEL CUERPO;NA;NA;10631;11554
5385;Term1;Duplicado;;QUEMADURAS QUE AFECTAN MENOS DEL 10 DE LA SUPERFICIE DEL CUERPO;NA;NA;10631;11555
5417;Term1;Duplicado;;QUEMADURAS QUE AFECTAN MENOS DEL 10 DE LA SUPERFICIE DEL CUERPO;NA;NA;10631;11556
9871;Term1;Diccionario;;QUISTE;NA;NA;10631;11557
9871;Term1;ResultStandard0;;QUISTE;NA;NA;10631;11557
9871;Term1;ResultStandard1;;QUISTE;NA;NA;10631;11557
9871;Term1;ResultStandard2;;QUISTE;NA;NA;10631;11557
9920;Term1;Duplicado;;QUISTE;NA;NA;10631;11558
5339;Term1;Diccionario;N750;QUISTE DE LA GLANDULA DE BARTHOLIN;NA;NA;10631;11559
6415;Term1;Duplicado;N750;QUISTE DE LA GLANDULA DE BARTHOLIN;NA;NA;10633;11560
7234;Term1;Duplicado;N750;QUISTE DE LA GLANDULA DE BARTHOLIN;NA;NA;10634;11561
7775;Term1;Duplicado;N750;QUISTE DE LA GLANDULA DE BARTHOLIN;NA;NA;10635;11562
8532;Term1;Duplicado;N750;QUISTE DE LA GLANDULA DE BARTHOLIN;NA;NA;10636;11563
4163;Term1;Diccionario;K099;QUISTE DE LA REGION BUCAL SIN OTRA ESPECIFICACION;NA;NA;10636;11564
2549;Term1;Diccionario;N907;QUISTE DE LA VULVA;NA;NA;10637;11565
5767;Term1;Duplicado;N907;QUISTE DE LA VULVA;NA;NA;10639;11566
12367;Term1;Diccionario;;QUISTE DE MAMA;NA;NA;10639;11567
12367;Term1;ResultStandard0;;QUISTE DE MAMA;NA;NA;10639;11567
12367;Term1;AplicaStandard1;;QUISTE MAMA;\b\sANTE\s|\sCABE\s|\sDE\sDE\s|\sDE\s|\sDESDE\s|\sDURANTE\s|\sENTRE\s|\sHACIA\s|\sHASTA\s|\sMEDIANTE\s|\sPARA\s|\sSEGUN\s|\sSO\s|\sSOBRE\s|\sTRAS\s|\sVERSUS\s\b; ;10639;11567
12367;Term1;ResultStandard1;N600;QUISTE MAMA;NA;NA;10640;11567
9680;Term1;Diccionario;;QUISTE DE OVARIO;NA;NA;10640;11568
9680;Term1;ResultStandard0;;QUISTE DE OVARIO;NA;NA;10640;11568
9680;Term1;AplicaStandard1;;QUISTE OVARIO;\b\sANTE\s|\sCABE\s|\sDE\sDE\s|\sDE\s|\sDESDE\s|\sDURANTE\s|\sENTRE\s|\sHACIA\s|\sHASTA\s|\sMEDIANTE\s|\sPARA\s|\sSEGUN\s|\sSO\s|\sSOBRE\s|\sTRAS\s|\sVERSUS\s\b; ;10640;11568
9680;Term1;ResultStandard1;N832;QUISTE OVARIO;NA;NA;10641;11568
9700;Term1;Duplicado;N832;QUISTE DE OVARIO;NA;NA;10642;11569
12337;Term1;Duplicado;N832;QUISTE DE OVARIO;NA;NA;10643;11570
12386;Term1;Duplicado;N832;QUISTE DE OVARIO;NA;NA;10644;11571
12406;Term1;Duplicado;N832;QUISTE DE OVARIO;NA;NA;10645;11572
9592;Term1;Diccionario;;QUISTE DE PIE;NA;NA;10645;11573
9592;Term1;ResultStandard0;;QUISTE DE PIE;NA;NA;10645;11573
9592;Term1;AplicaStandard1;;QUISTE PIE;\b\sANTE\s|\sCABE\s|\sDE\sDE\s|\sDE\s|\sDESDE\s|\sDURANTE\s|\sENTRE\s|\sHACIA\s|\sHASTA\s|\sMEDIANTE\s|\sPARA\s|\sSEGUN\s|\sSO\s|\sSOBRE\s|\sTRAS\s|\sVERSUS\s\b; ;10645;11573
9592;Term1;ResultStandard1;;QUISTE PIE;NA;NA;10645;11573
9592;Term1;ResultStandard2;;QUISTE PIE;NA;NA;10645;11573
6180;Term1;Diccionario;Q444;QUISTE DEL COLEDOCO;NA;NA;10645;11574
3971;Term1;Diccionario;N831;QUISTE DEL CUERPO AMARILLO;NA;NA;10646;11575
4520;Term1;Duplicado;N831;QUISTE DEL CUERPO AMARILLO;NA;NA;10648;11576
758;Term1;Diccionario;K862;QUISTE DEL PANCREAS;NA;NA;10648;11577
3373;Term1;Diccionario;Q516;QUISTE EMBRIONARIO DEL CUELLO UTERINO;NA;NA;10649;11578
1599;Term1;Diccionario;Q501;QUISTE EN DESARROLLO DEL OVARIO;NA;NA;10650;11579
7820;Term1;Duplicado;Q501;QUISTE EN DESARROLLO DEL OVARIO;NA;NA;10652;11580
9082;Term1;Duplicado;Q501;QUISTE EN DESARROLLO DEL OVARIO;NA;NA;10653;11581
10761;Term1;Duplicado;Q501;QUISTE EN DESARROLLO DEL OVARIO;NA;NA;10654;11582
10884;Term1;Duplicado;Q501;QUISTE EN DESARROLLO DEL OVARIO;NA;NA;10655;11583
1860;Term1;Diccionario;L720;QUISTE EPIDERMICO;NA;NA;10655;11584
1908;Term1;Duplicado;L720;QUISTE EPIDERMICO;NA;NA;10657;11585
2239;Term1;Duplicado;L720;QUISTE EPIDERMICO;NA;NA;10658;11586
2241;Term1;Duplicado;L720;QUISTE EPIDERMICO;NA;NA;10659;11587
2404;Term1;Duplicado;L720;QUISTE EPIDERMICO;NA;NA;10660;11588
2490;Term1;Duplicado;L720;QUISTE EPIDERMICO;NA;NA;10661;11589
3712;Term1;Duplicado;L720;QUISTE EPIDERMICO;NA;NA;10662;11590
10695;Term1;Diccionario;;QUISTE FOLICULAR DE LA PIEL Y DEL TEJIDO SUBCUTANEO;NA;NA;10662;11591
10695;Term1;ResultStandard0;;QUISTE FOLICULAR DE LA PIEL Y DEL TEJIDO SUBCUTANEO;NA;NA;10662;11591
10695;Term1;AplicaStandard1;;QUISTE FOLICULAR LA PIEL Y DEL TEJIDO SUBCUTANEO;\b\sANTE\s|\sCABE\s|\sDE\sDE\s|\sDE\s|\sDESDE\s|\sDURANTE\s|\sENTRE\s|\sHACIA\s|\sHASTA\s|\sMEDIANTE\s|\sPARA\s|\sSEGUN\s|\sSO\s|\sSOBRE\s|\sTRAS\s|\sVERSUS\s\b; ;10662;11591
10695;Term1;AplicaStandard1;;QUISTE FOLICULAR LA PIEL Y TEJIDO SUBCUTANEO;\b\sAL\s|\sDEL\s|\sDLE\s\b; ;10662;11591
10695;Term1;AplicaStandard1;;QUISTE FOLICULAR PIEL Y TEJIDO SUBCUTANEO;\b\sEL\s|\sLAS?\s|\sLO(S)?\s|\sUN[AO]?S?\s|\sMAS\s\b; ;10662;11591
10695;Term1;ResultStandard1;L729;QUISTE FOLICULAR PIEL Y TEJIDO SUBCUTANEO;NA;NA;10663;11591
11603;Term1;Duplicado;L729;QUISTE FOLICULAR DE LA PIEL Y DEL TEJIDO SUBCUTANEO;NA;NA;10664;11592
5722;Term1;Diccionario;L729;QUISTE FOLICULAR DE LA PIEL Y DEL TEJIDO SUBCUTANEO SIN OTRA ESPECIFICACION;NA;NA;10664;11593
5753;Term1;Duplicado;L729;QUISTE FOLICULAR DE LA PIEL Y DEL TEJIDO SUBCUTANEO SIN OTRA ESPECIFICACION;NA;NA;10666;11594
8301;Term1;Duplicado;L729;QUISTE FOLICULAR DE LA PIEL Y DEL TEJIDO SUBCUTANEO SIN OTRA ESPECIFICACION;NA;NA;10667;11595
1758;Term1;Diccionario;N830;QUISTE FOLICULAR DEL OVARIO;NA;NA;10667;11596
1759;Term1;Duplicado;N830;QUISTE FOLICULAR DEL OVARIO;NA;NA;10669;11597
2125;Term1;Duplicado;N830;QUISTE FOLICULAR DEL OVARIO;NA;NA;10670;11598
2171;Term1;Duplicado;N830;QUISTE FOLICULAR DEL OVARIO;NA;NA;10671;11599
3183;Term1;Duplicado;N830;QUISTE FOLICULAR DEL OVARIO;NA;NA;10672;11600
3612;Term1;Duplicado;N830;QUISTE FOLICULAR DEL OVARIO;NA;NA;10673;11601
6847;Term1;Duplicado;N830;QUISTE FOLICULAR DEL OVARIO;NA;NA;10674;11602
7363;Term1;Duplicado;N830;QUISTE FOLICULAR DEL OVARIO;NA;NA;10675;11603
7704;Term1;Duplicado;N830;QUISTE FOLICULAR DEL OVARIO;NA;NA;10676;11604
7705;Term1;Duplicado;N830;QUISTE FOLICULAR DEL OVARIO;NA;NA;10677;11605
7706;Term1;Duplicado;N830;QUISTE FOLICULAR DEL OVARIO;NA;NA;10678;11606
7707;Term1;Duplicado;N830;QUISTE FOLICULAR DEL OVARIO;NA;NA;10679;11607
7720;Term1;Duplicado;N830;QUISTE FOLICULAR DEL OVARIO;NA;NA;10680;11608
7754;Term1;Duplicado;N830;QUISTE FOLICULAR DEL OVARIO;NA;NA;10681;11609
10252;Term1;Duplicado;N830;QUISTE FOLICULAR DEL OVARIO;NA;NA;10682;11610
10524;Term1;Duplicado;N830;QUISTE FOLICULAR DEL OVARIO;NA;NA;10683;11611
10781;Term1;Duplicado;N830;QUISTE FOLICULAR DEL OVARIO;NA;NA;10684;11612
10806;Term1;Duplicado;N830;QUISTE FOLICULAR DEL OVARIO;NA;NA;10685;11613
10973;Term1;Duplicado;N830;QUISTE FOLICULAR DEL OVARIO;NA;NA;10686;11614
11005;Term1;Duplicado;N830;QUISTE FOLICULAR DEL OVARIO;NA;NA;10687;11615
12211;Term1;Duplicado;N830;QUISTE FOLICULAR DEL OVARIO;NA;NA;10688;11616
12800;Term1;Duplicado;N830;QUISTE FOLICULAR DEL OVARIO;NA;NA;10689;11617
1022;Term1;Diccionario;;QUISTE OVARICO DERECHO;NA;NA;10689;11618
1022;Term1;ResultStandard0;;QUISTE OVARICO DERECHO;NA;NA;10689;11618
1022;Term1;AplicaStandard1;;QUISTE OVARICO;\b((I[SZ]QUIERD|DEREC?H)[AO]S?)$\b;;10689;11618
1022;Term1;ResultStandard1;;QUISTE OVARICO;NA;NA;10689;11618
1022;Term1;ResultStandard2;;QUISTE OVARICO;NA;NA;10689;11618
2203;Term1;Diccionario;Q610;QUISTE RENAL SOLITARIO CONGENITO;NA;NA;10689;11619
8744;Term1;Duplicado;Q610;QUISTE RENAL SOLITARIO CONGENITO;NA;NA;10691;11620
10627;Term1;Duplicado;Q610;QUISTE RENAL SOLITARIO CONGENITO;NA;NA;10692;11621
1483;Term1;Diccionario;M713;QUISTE SINOVIAL;NA;NA;10692;11622
1706;Term1;Diccionario;N600;QUISTE SOLITARIO DE LA MAMA;NA;NA;10693;11623
9141;Term1;Duplicado;N600;QUISTE SOLITARIO DE LA MAMA;NA;NA;10695;11624
2376;Term1;Diccionario;L721;QUISTE TRICODERMICO;NA;NA;10695;11625
6228;Term1;Diccionario;M541;RADICULOPATIA;NA;NA;10696;11626
1959;Term1;Diccionario;F430;REACCION AL ESTRES AGUDO;NA;NA;10697;11627
11159;Term1;Diccionario;;RECIEN NACIDO A TERMINO;NA;NA;10698;11628
11159;Term1;ResultStandard0;;RECIEN NACIDO A TERMINO;NA;NA;10698;11628
11159;Term1;AplicaStandard1;;RECIEN NACIDO TERMINO;\b\sA\s\b; ;10698;11628
11159;Term1;ResultStandard1;;RECIEN NACIDO TERMINO;NA;NA;10698;11628
11159;Term1;ResultStandard2;;RECIEN NACIDO TERMINO;NA;NA;10698;11628
11161;Term1;Duplicado;;RECIEN NACIDO A TERMINO;NA;NA;10698;11629
11174;Term1;Duplicado;;RECIEN NACIDO A TERMINO;NA;NA;10698;11630
11178;Term1;Duplicado;;RECIEN NACIDO A TERMINO;NA;NA;10698;11631
11181;Term1;Duplicado;;RECIEN NACIDO A TERMINO;NA;NA;10698;11632
11183;Term1;Duplicado;;RECIEN NACIDO A TERMINO;NA;NA;10698;11633
2860;Term1;Diccionario;P080;RECIEN NACIDO EXCEPCIONALMENTE GRANDE;NA;NA;10698;11634
2877;Term1;Duplicado;P080;RECIEN NACIDO EXCEPCIONALMENTE GRANDE;NA;NA;10700;11635
3677;Term1;Duplicado;P080;RECIEN NACIDO EXCEPCIONALMENTE GRANDE;NA;NA;10701;11636
7433;Term1;Duplicado;P080;RECIEN NACIDO EXCEPCIONALMENTE GRANDE;NA;NA;10702;11637
7541;Term1;Duplicado;P080;RECIEN NACIDO EXCEPCIONALMENTE GRANDE;NA;NA;10703;11638
8975;Term1;Duplicado;P080;RECIEN NACIDO EXCEPCIONALMENTE GRANDE;NA;NA;10704;11639
9276;Term1;Duplicado;P080;RECIEN NACIDO EXCEPCIONALMENTE GRANDE;NA;NA;10705;11640
4337;Term1;Diccionario;P082;RECIEN NACIDO POSTERMINO SIN SOBREPESO PARA SU EDAD GESTACIONAL;NA;NA;10705;11641
8199;Term1;Duplicado;P082;RECIEN NACIDO POSTERMINO SIN SOBREPESO PARA SU EDAD GESTACIONAL;NA;NA;10707;11642
11188;Term1;Diccionario;;RECIEN NACIDO VIVO UNICO;NA;NA;10707;11643
11188;Term1;ResultStandard0;;RECIEN NACIDO VIVO UNICO;NA;NA;10707;11643
11188;Term1;ResultStandard1;;RECIEN NACIDO VIVO UNICO;NA;NA;10707;11643
11188;Term1;ResultStandard2;;RECIEN NACIDO VIVO UNICO;NA;NA;10707;11643
11165;Term1;Diccionario;;RECIEN NACIIDO VIVO UNICO;NA;NA;10707;11644
11165;Term1;ResultStandard0;;RECIEN NACIIDO VIVO UNICO;NA;NA;10707;11644
11165;Term1;ResultStandard1;;RECIEN NACIIDO VIVO UNICO;NA;NA;10707;11644
11165;Term1;ResultStandard2;;RECIEN NACIIDO VIVO UNICO;NA;NA;10707;11644
8282;Term1;Diccionario;N816;RECTOCELE;NA;NA;10707;11645
9430;Term1;Duplicado;N816;RECTOCELE;NA;NA;10709;11646
10779;Term1;Duplicado;N816;RECTOCELE;NA;NA;10710;11647
4745;Term1;Diccionario;P059;RETARDO DEL CRECIMIENTO FETAL NO ESPECIFICADO;NA;NA;10710;11648
5031;Term1;Duplicado;P059;RETARDO DEL CRECIMIENTO FETAL NO ESPECIFICADO;NA;NA;10712;11649
6190;Term1;Duplicado;P059;RETARDO DEL CRECIMIENTO FETAL NO ESPECIFICADO;NA;NA;10713;11650
6954;Term1;Duplicado;P059;RETARDO DEL CRECIMIENTO FETAL NO ESPECIFICADO;NA;NA;10714;11651
7614;Term1;Duplicado;P059;RETARDO DEL CRECIMIENTO FETAL NO ESPECIFICADO;NA;NA;10715;11652
7921;Term1;Duplicado;P059;RETARDO DEL CRECIMIENTO FETAL NO ESPECIFICADO;NA;NA;10716;11653
9448;Term1;Duplicado;P059;RETARDO DEL CRECIMIENTO FETAL NO ESPECIFICADO;NA;NA;10717;11654
10230;Term1;Duplicado;P059;RETARDO DEL CRECIMIENTO FETAL NO ESPECIFICADO;NA;NA;10718;11655
6945;Term1;Diccionario;O731;RETENCION DE FRAGMENTOS DE LA PLACENTA O DE LAS MEMBRANAS SIN HEMORRAGIA;NA;NA;10718;11656
7032;Term1;Duplicado;O731;RETENCION DE FRAGMENTOS DE LA PLACENTA O DE LAS MEMBRANAS SIN HEMORRAGIA;NA;NA;10720;11657
4856;Term1;Diccionario;O730;RETENCION DE LA PLACENTA SIN HEMORRAGIA;NA;NA;10720;11658
12483;Term1;Diccionario;R33;RETENCION DE ORINA;NA;NA;10721;11659
12425;Term1;Diccionario;H351;RETINOPATIA DE LA PREMATURIDAD;NA;NA;10722;11660
9520;Term1;Diccionario;;REVISISON DE PROTESIS POR RECHAZO;NA;NA;10723;11661
9520;Term1;ResultStandard0;;REVISISON DE PROTESIS POR RECHAZO;NA;NA;10723;11661
9520;Term1;AplicaStandard1;;REVISISON PROTESIS POR RECHAZO;\b\sANTE\s|\sCABE\s|\sDE\sDE\s|\sDE\s|\sDESDE\s|\sDURANTE\s|\sENTRE\s|\sHACIA\s|\sHASTA\s|\sMEDIANTE\s|\sPARA\s|\sSEGUN\s|\sSO\s|\sSOBRE\s|\sTRAS\s|\sVERSUS\s\b; ;10723;11661
9520;Term1;ResultStandard1;;REVISISON PROTESIS POR RECHAZO;NA;NA;10723;11661
9520;Term1;ResultStandard2;;REVISISON PROTESIS POR RECHAZO;NA;NA;10723;11661
5149;Term1;Diccionario;M256;RIGIDEZ ARTICULAR NO CLASIFICADA EN OTRA PARTE;NA;NA;10723;11662
8327;Term1;Duplicado;M256;RIGIDEZ ARTICULAR NO CLASIFICADA EN OTRA PARTE;NA;NA;10725;11663
2009;Term1;Diccionario;J00;RINOFARINGITIS AGUDA RESFRIADO COMUN;NA;NA;10725;11664
3632;Term1;Duplicado;J00;RINOFARINGITIS AGUDA RESFRIADO COMUN;NA;NA;10727;11665
5185;Term1;Duplicado;J00;RINOFARINGITIS AGUDA RESFRIADO COMUN;NA;NA;10728;11666
5809;Term1;Duplicado;J00;RINOFARINGITIS AGUDA RESFRIADO COMUN;NA;NA;10729;11667
6528;Term1;Duplicado;J00;RINOFARINGITIS AGUDA RESFRIADO COMUN;NA;NA;10730;11668
6640;Term1;Duplicado;J00;RINOFARINGITIS AGUDA RESFRIADO COMUN;NA;NA;10731;11669
12665;Term1;Duplicado;J00;RINOFARINGITIS AGUDA RESFRIADO COMUN;NA;NA;10732;11670
9503;Term1;Diccionario;;RINOPLASTIA;NA;NA;10732;11671
9503;Term1;ResultStandard0;;RINOPLASTIA;NA;NA;10732;11671
9503;Term1;AplicaStandard1;;OTRAS CIRUGIAS PLASTICAS POR RAZONES ESTETICAS;\b^RINOPLASTIC?[AO]\s?(SECUNDARI[AO])?$\b;OTRAS CIRUGIAS PLASTICAS POR RAZONES ESTETICAS;10732;11671
9503;Term1;ResultStandard1;Z411;OTRAS CIRUGIAS PLASTICAS POR RAZONES ESTETICAS;NA;NA;10733;11671
10381;Term1;Duplicado;Z411;RINOPLASTIA;NA;NA;10734;11672
10444;Term1;Duplicado;Z411;RINOPLASTIA;NA;NA;10735;11673
12917;Term1;Diccionario;;RINOSEPTUMPLASTIA;NA;NA;10735;11674
12917;Term1;ResultStandard0;;RINOSEPTUMPLASTIA;NA;NA;10735;11674
12917;Term1;ResultStandard1;;RINOSEPTUMPLASTIA;NA;NA;10735;11674
12917;Term1;ResultStandard2;;RINOSEPTUMPLASTIA;NA;NA;10735;11674
12957;Term1;Duplicado;;RINOSEPTUMPLASTIA;NA;NA;10735;11675
3650;Term1;Diccionario;Q613;RIÑON POLIQUISTICO TIPO NO ESPECIFICADO;NA;NA;10735;11676
9532;Term1;Diccionario;;RMBARAZO A TERMINO TRABAJO DE PARTO CESAREA SEGMENTARIA;NA;NA;10736;11677
9532;Term1;AplicaStandard0;;RMBARAZO A TERMINO TRABAJO DE PARTO CESAREA SEGMENTARIA;\b(CE[SZ]A?R[EI]A(DA)?)\b;CESAREA;10736;11677
9532;Term1;ResultStandard0;;RMBARAZO A TERMINO TRABAJO DE PARTO CESAREA SEGMENTARIA;NA;NA;10736;11677
9532;Term1;AplicaStandard1;;RMBARAZO A TERMINO TRABAJO PARTO CESAREA SEGMENTARIA;\b\sANTE\s|\sCABE\s|\sDE\sDE\s|\sDE\s|\sDESDE\s|\sDURANTE\s|\sENTRE\s|\sHACIA\s|\sHASTA\s|\sMEDIANTE\s|\sPARA\s|\sSEGUN\s|\sSO\s|\sSOBRE\s|\sTRAS\s|\sVERSUS\s\b; ;10736;11677
9532;Term1;AplicaStandard1;;RMBARAZO TERMINO TRABAJO PARTO CESAREA SEGMENTARIA;\b\sA\s\b; ;10736;11677
9532;Term1;ResultStandard1;;RMBARAZO TERMINO TRABAJO PARTO CESAREA SEGMENTARIA;NA;NA;10736;11677
9532;Term1;ResultStandard2;;RMBARAZO TERMINO TRABAJO PARTO CESAREA SEGMENTARIA;NA;NA;10736;11677
6521;Term1;Diccionario;I713;RUPTURA DE ANEURISMA DE LA AORTA ABDOMINAL;NA;NA;10736;11678
256;Term1;Diccionario;S932;RUPTURA DE LIGAMENTOS A NIVEL DEL TOBILLO Y DEL PIE;NA;NA;10737;11679
10586;Term1;Duplicado;S932;RUPTURA DE LIGAMENTOS A NIVEL DEL TOBILLO Y DEL PIE;NA;NA;10739;11680
10535;Term1;Diccionario;M662;RUPTURA ESPONTANEA DE TENDONES EXTENSORES;NA;NA;10739;11681
12056;Term1;Duplicado;M662;RUPTURA ESPONTANEA DE TENDONES EXTENSORES;NA;NA;10741;11682
11376;Term1;Diccionario;M663;RUPTURA ESPONTANEA DE TENDONES FLEXORES;NA;NA;10741;11683
12444;Term1;Duplicado;M663;RUPTURA ESPONTANEA DE TENDONES FLEXORES;NA;NA;10743;11684
